t_s,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.758,-0.895818,0.784629,0.111189,0.0846794,-0.121996,0.0373164,0.581757,-0.17957,-0.402187,-0.0762148,0.168381,-0.0921667,0.00846466,0.0463857,-0.0548503,0.99998,1.00745,0,0.120117,0.00463867,0.147827,-0.590698,-0.150879,0.0454102,-0.0307617,0.0500488,0.00390625,0.0269775,-0.000610352,-0.00671387,0.0107422,-0.00524902,0.0057373,0.00878906,0.00512695,0.0020752,0.901489
0.76,-0.973098,0.307543,0.665555,0.121996,-0.0868323,-0.0351635,0.580527,-0.127913,-0.452614,-0.164837,0.152429,0.0124071,-0.0428408,0.0655972,-0.0227564,0.99998,0.98877,0,0.130859,0.00402832,0.170532,-0.583008,-0.174561,0.0344238,-0.0437012,0.0384521,-0.00109863,0.00317383,-0.00476074,0.00366211,0.0227051,-0.0140381,-0.00891113,0.000488281,-0.0136719,0.00415039,0.901611
0.762,-0.657669,-0.306755,0.964424,0.128454,-0.0301401,-0.0983142,0.566998,-0.0983944,-0.468603,-0.155974,0.0496282,0.106346,-0.02752,0.0194881,0.00803194,1.00039,0.979614,0,0.122192,-0.00512695,0.196777,-0.602417,-0.178345,0.0233154,-0.0561523,0.0181885,-0.00378418,0.00170898,0.0146484,0.0126953,-0.00146484,0.0174561,0.00878906,0.0119629,0.0234375,0.0246582,0.901733
0.764,-0.0859544,-0.816961,0.902915,0.0609979,0.0724798,-0.133478,0.558388,-0.104544,-0.453844,-0.0726699,-0.0478558,0.120526,-0.011672,0.0246241,-0.0129521,1.00203,1.00891,0,0.143799,0.00708008,0.17395,-0.543335,-0.148926,-0.0065918,-0.00512695,0.000488281,-0.0214844,-0.0065918,0.000610352,-0.00976563,0.0374756,-0.0144043,-0.0218506,0.0249023,-0.0212402,0.0151367,0.901733
0.766,0.495223,-0.988081,0.492858,0,0.0997495,-0.0997495,0.509191,0,-0.509191,0.0230417,-0.202058,0.179016,0.0230417,-0.102308,0.0792666,1.00285,0.986938,0,0.119141,0.000854492,0.205444,-0.622437,-0.191406,0.0378418,-0.0722656,0.0386963,-0.00183105,0.00183105,-0.00158691,0.012207,-0.00915527,-0.0620117,0.000854492,0.0543213,-0.000732422,0.0665283,0.901733
0.768,0.907647,-0.779898,-0.127749,-0.070327,0.10549,-0.0351635,0.495662,0.0430475,-0.538709,0.106346,-0.202058,0.0957115,0.0360192,-0.0965673,0.0605481,1.00244,1.00793,0,0.119507,0.000244141,0.1604,-0.586792,-0.169556,0.0183105,-0.0500488,0.0185547,0.0101318,0.0206299,-0.0065918,0.00683594,0.0090332,-0.0223389,-0.00183105,0.0252686,-0.00842285,0.0321045,0.901733
0.77,0.984138,-0.297292,-0.686846,-0.104055,0.0782208,0.0258344,0.461224,0.141442,-0.602666,0.257003,-0.182561,-0.0744423,0.152948,-0.10434,-0.0486079,1.00162,0.994995,0,0.122681,-0.0057373,0.222778,-0.599121,-0.231323,0.0194092,-0.108643,0.0136719,-0.000244141,0.0012207,-0.0124512,0.00866699,0.0566406,-0.00170898,-0.0415039,0.00292969,-0.0539551,0.0115967,0.901489
0.772,0.671863,0.315429,-0.987292,-0.107643,0.0308578,0.0767856,0.463684,0.166041,-0.629724,0.241051,-0.0602628,-0.180788,0.133408,-0.0294051,-0.104003,0.99998,0.989746,0,0.10376,-0.0134277,0.220947,-0.614746,-0.243652,0.0112305,-0.139893,-0.00219727,0.00891113,0.00561523,0.00891113,0.00463867,0.0473633,0.0318604,-0.0164795,-0.00134277,-0.00756836,0.0032959,0.901489
0.774,0.101726,0.827212,-0.928938,-0.0545393,-0.0746327,0.129172,0.441545,0.145132,-0.586677,0.116981,0.0868494,-0.20383,0.0624415,0.0122167,-0.0746582,0.998341,1.01782,0,0.12915,0.00488281,0.24292,-0.550049,-0.227417,-0.0360107,-0.0982666,-0.0311279,-0.0150146,0.00512695,-0.0045166,-0.0180664,0.0394287,-0.00976563,-0.0478516,0.0235596,-0.0523682,0.00549316,0.901245
0.776,-0.487338,0.995967,-0.508629,0.0129172,-0.10549,0.0925733,0.398497,0.209088,-0.607585,0,0.198513,-0.198513,0.0129172,0.0930224,-0.10594,0.998341,1.00146,0,0.112183,0.00012207,0.240723,-0.574341,-0.22998,0.0280762,-0.117798,0.0281982,0.00512695,0.0101318,-0.00292969,-0.00354004,0.0251465,-0.00305176,0.00195313,0.0169678,-0.000976563,0.0134277,0.901367
0.778,-0.897395,0.790149,0.107246,0.0882675,-0.119843,0.0315754,0.381278,0.105774,-0.487052,-0.116981,0.209147,-0.0921667,-0.0287133,0.0893046,-0.0605913,1.00612,1.01221,0,0.120728,0.00622559,0.190308,-0.586182,-0.191406,0.0200195,-0.0706787,0.0262451,0.00500488,0.0289307,0.00244141,-0.00512695,-0.0032959,-0.00366211,0.0135498,0.00732422,0.0159912,0.00219727,0.901489
0.78,-0.974675,0.30912,0.665555,0.124149,-0.0882675,-0.0358811,0.340691,0.289034,-0.629724,-0.233962,0.180788,0.0531731,-0.109813,0.0925209,0.017292,0.997932,0.990967,0,0.131104,0.00415039,0.233276,-0.580688,-0.225464,0.0310059,-0.0943604,0.0351563,-0.00305176,0.00268555,-0.000732422,0.00561523,0,-0.00512695,-0.0152588,0.00354004,-0.0159912,0.00915527,0.901489
0.782,-0.661612,-0.306755,0.968367,0.129172,-0.0315754,-0.0975966,0.35545,0.308712,-0.664162,-0.205603,0.0708974,0.134705,-0.0764306,0.0393221,0.0371085,0.99998,0.97876,0,0.121704,-0.00134277,0.226074,-0.599609,-0.215576,0.0322266,-0.0938721,0.0308838,-0.00195313,-0.00183105,0.0174561,0.0102539,0.0020752,-0.0045166,-0.0020752,0.00805664,0.0153809,0.0183105,0.901489
0.784,-0.0875315,-0.815384,0.902915,0.0631507,0.0760679,-0.139219,0.34438,0.333311,-0.677691,-0.0957115,-0.040766,0.136478,-0.0325608,0.0353019,-0.00274111,0.998341,1.00891,0,0.146729,0.00793457,0.179565,-0.55835,-0.173096,-0.0203857,-0.0263672,-0.0124512,-0.0213623,-0.00610352,-0.00195313,-0.0126953,0.0390625,-0.00744629,-0.0524902,0.0267334,-0.0544434,0.0140381,0.901611
0.786,0.492858,-0.988081,0.495223,-0.00143524,0.107643,-0.106208,0.271815,0.324702,-0.596516,0,-0.179016,0.179016,-0.00143524,-0.0713727,0.072808,1.00121,0.988892,0,0.125122,0.00561523,0.247192,-0.553589,-0.197021,0.057373,-0.0718994,0.0629883,0.000854492,0.000854492,0.00268555,0.0125732,0.0860596,-0.0313721,-0.000610352,0.0422363,0.0020752,0.0548096,0.901733
0.788,0.900549,-0.784629,-0.11592,-0.0760679,0.116972,-0.0409045,0.249676,0.35668,-0.606355,0.0708974,-0.180788,0.109891,-0.0051705,-0.0638161,0.0689866,1.00326,1.00928,0,0.123291,-0.00463867,0.138794,-0.596558,-0.154053,0.039917,-0.0307617,0.0352783,0.0117188,0.0223389,-0.00622559,0.000366211,0.0065918,-0.0148926,0.00183105,0.017334,-0.00439453,0.0177002,0.901611
0.79,0.981772,-0.29808,-0.683692,-0.111949,0.0825265,0.0294225,0.189409,0.394808,-0.584217,0.179016,-0.140022,-0.0389936,0.067067,-0.0574959,-0.0095711,1.00121,0.996338,0,0.128296,-0.00830078,0.178223,-0.59436,-0.191895,0.0197754,-0.0635986,0.0114746,0.00634766,0.00439453,-0.00976563,0.00695801,0.0308838,-0.00427246,-0.00769043,-0.00683594,-0.0174561,0.00012207,0.901611
0.792,0.672652,0.313063,-0.985715,-0.113384,0.0344459,0.0789384,0.17834,0.423096,-0.601436,0.170154,-0.0655801,-0.104574,0.0567696,-0.0311343,-0.0256353,0.99998,0.988037,0,0.110352,-0.0133057,0.18335,-0.572388,-0.168579,0.0227051,-0.0582275,0.00939941,0.00830078,0.0057373,0.00952148,0.00317383,0.000244141,-0.0164795,-0.0146484,0.00720215,-0.00512695,0.010376,0.901367
0.794,0.0985715,0.819326,-0.917898,-0.0545393,-0.070327,0.124866,0.166041,0.402187,-0.568228,0.0815321,0.0496282,-0.13116,0.0269928,-0.0206988,-0.00629402,1.00162,1.01917,0,0.130127,0.00109863,0.180054,-0.548706,-0.15979,-0.00634766,-0.0296631,-0.00524902,-0.0174561,0.00354004,-0.00561523,-0.0183105,0.0262451,-0.0256348,-0.0228271,0.0246582,-0.0284424,0.00634766,0.901367
0.796,-0.48576,0.993601,-0.50784,0.00932909,-0.104055,0.0947261,0.0971645,0.451384,-0.548549,0.00177244,0.150657,-0.152429,0.0111015,0.0466019,-0.0577034,0.99998,0.997803,0,0.110352,0.0020752,0.171875,-0.599854,-0.169678,0.0386963,-0.0593262,0.0407715,0.00354004,0.00952148,-0.000732422,-0.000732422,-0.00109863,-0.0126953,0.0057373,0.0219727,0.00500488,0.0212402,0.901245
0.798,-0.892664,0.790938,0.101726,0.0861147,-0.118408,0.032293,0.0651863,0.450154,-0.515341,-0.0673526,0.168381,-0.101029,0.0187621,0.0499738,-0.0687359,0.998751,1.01001,0,0.118164,0,0.132568,-0.596924,-0.131958,0.0388184,-0.0137939,0.0388184,0.00549316,0.0274658,0.00366211,-0.00939941,0.00317383,-0.015625,0.0177002,0.0217285,0.0213623,0.0123291,0.901367
0.8,-0.976252,0.307543,0.668709,0.121278,-0.0825265,-0.0387516,-0.0147592,0.500582,-0.485822,-0.193196,0.129388,0.0638077,-0.0719174,0.0468613,0.0250561,1.00162,0.989868,0,0.128906,0.00585938,0.187744,-0.580933,-0.204346,0.0200195,-0.0754395,0.0258789,-0.000610352,0.00280762,-0.00366211,0.00427246,0.0247803,-0.00366211,-0.00964355,-0.0144043,-0.0133057,-0.0101318,0.901367
0.802,-0.664766,-0.305177,0.969944,0.128454,-0.0294225,-0.0990319,-0.088555,0.581757,-0.493202,-0.235734,0.0265865,0.209147,-0.10728,-0.00283597,0.110116,1.00326,0.980957,0,0.117798,-0.00280762,0.223877,-0.62146,-0.232056,0.0524902,-0.114258,0.0496826,-0.00280762,0.00317383,0.0183105,0.0101318,0.00793457,0.060791,0.0107422,-0.0449219,0.0290527,-0.03479,0.901489
0.804,-0.0898972,-0.816961,0.906858,0.064586,0.0681741,-0.13276,-0.107004,0.53379,-0.426786,-0.0779872,-0.132933,0.21092,-0.0134012,-0.0647586,0.0781598,1.0049,1.01038,0,0.141968,0.0057373,0.269165,-0.525635,-0.233521,-0.0480957,-0.0915527,-0.0423584,-0.020874,-0.00622559,-0.000732422,-0.0090332,-0.00720215,-0.0306396,-0.0090332,0.026123,-0.00976563,0.0170898,0.901611
0.806,0.492069,-0.989658,0.497589,0.00143524,0.100467,-0.101902,-0.146362,0.553468,-0.407107,0.0514006,-0.223327,0.171926,0.0528359,-0.12286,0.0700239,1.00244,0.989014,0,0.118896,-0.000366211,0.22583,-0.538452,-0.234009,-0.0241699,-0.115112,-0.0245361,-0.00146484,0.00146484,0.00134277,0.0109863,-0.0113525,-0.00280762,-0.0012207,0.00976563,0.00012207,0.020752,0.901733
0.808,0.902915,-0.788572,-0.114343,-0.0717622,0.107643,-0.0358811,-0.17588,0.601436,-0.425556,0.140022,-0.223327,0.0833045,0.0682602,-0.115684,0.0474234,1.00367,1.01123,0,0.120117,-0.00463867,0.183228,-0.561157,-0.191284,0.00280762,-0.071167,-0.00183105,0.0115967,0.0200195,-0.00463867,0.00488281,-0.0159912,-0.0306396,0.0217285,0.0263672,0.0170898,0.03125,0.901733
0.81,0.986504,-0.301235,-0.685269,-0.101902,0.0810913,0.020811,-0.238606,0.605126,-0.366519,0.246369,-0.159519,-0.0868494,0.144466,-0.0784279,-0.0660383,0.99998,0.991333,0,0.125244,-0.00415039,0.233643,-0.561035,-0.256592,-0.00671387,-0.131348,-0.0108643,0.000244141,-0.00317383,-0.0159912,0.0107422,0.00244141,-0.0129395,-0.00476074,-0.012207,-0.020752,-0.00146484,0.901733
0.812,0.676595,0.312275,-0.988869,-0.111949,0.0294225,0.0825265,-0.247216,0.639564,-0.392348,0.180788,-0.069125,-0.111663,0.0688394,-0.0397025,-0.0291369,0.997522,0.991577,0,0.108887,-0.0175781,0.203613,-0.591309,-0.21167,0.0144043,-0.102783,-0.00317383,0.00720215,0.00598145,0.00537109,0.00817871,0.0402832,-0.00671387,-0.0269775,0.00671387,-0.0216064,0.0148926,0.901611
0.814,0.101726,0.818538,-0.920264,-0.053104,-0.070327,0.123431,-0.222617,0.552239,-0.329621,0.106346,0.0584904,-0.164837,0.0532421,-0.0118366,-0.0414055,0.998341,1.01941,0,0.124756,0.00610352,0.204834,-0.546509,-0.194946,-0.0217285,-0.0701904,-0.015625,-0.0152588,0.00537109,-0.00378418,-0.0128174,0.0473633,-0.00769043,-0.0413818,0.0172119,-0.045166,0.00439453,0.901489
0.816,-0.481818,0.994389,-0.512572,0.0172229,-0.110514,0.0932909,-0.279194,0.618655,-0.339461,0.0141795,0.159519,-0.173699,0.0314024,0.0490054,-0.0804079,0.997522,1.00073,0,0.119751,0.00244141,0.206665,-0.596436,-0.20105,0.0358887,-0.0812988,0.0383301,0.00500488,0.0109863,0.000488281,-0.00756836,0.0166016,-0.00476074,-0.00549316,0.00610352,-0.00500488,-0.00146484,0.901367
0.818,-0.892664,0.794881,0.0977829,0.0897028,-0.122713,0.0330106,-0.316092,0.649403,-0.333311,-0.0655801,0.198513,-0.132933,0.0241226,0.0757994,-0.0999221,0.996703,1.0116,0,0.121826,0.00695801,0.145386,-0.616943,-0.161987,0.0552979,-0.0401611,0.0622559,0.00537109,0.0272217,0.000976563,-0.0078125,-0.0184326,-0.0164795,0.0239258,0.0152588,0.0249023,0.00744629,0.901123
0.82,-0.977041,0.313063,0.663978,0.128454,-0.0882675,-0.0401868,-0.35545,0.616195,-0.260745,-0.171926,0.164837,0.00708976,-0.0434719,0.076569,-0.0330971,0.999161,0.989746,0,0.136841,0.00488281,0.212891,-0.591553,-0.209595,0.0367432,-0.0727539,0.041626,-0.00280762,0.00231934,-0.00256348,0.00549316,-0.0045166,0.0101318,0.00964355,-0.0057373,0.00708008,-0.000244141,0.901245
0.822,-0.667132,-0.298869,0.966001,0.136348,-0.0337282,-0.10262,-0.376359,0.645713,-0.269355,-0.179016,0.0868494,0.0921667,-0.0426678,0.0531211,-0.0104533,0.999161,0.977661,0,0.126587,-0.00512695,0.17627,-0.607422,-0.174072,0.0588379,-0.0474854,0.0537109,-0.00231934,-0.000976563,0.0157471,0.0113525,0.00976563,-0.00549316,-0.00744629,0.00817871,0.00830078,0.0195313,0.901245
0.824,-0.0962058,-0.809075,0.905281,0.0674565,0.0724798,-0.139936,-0.371439,0.581757,-0.210318,-0.113436,-0.0425385,0.155974,-0.0459794,0.0299414,0.0160381,1.00039,1.00537,0,0.146729,0.00927734,0.181274,-0.56604,-0.173584,0.0141602,-0.0268555,0.0234375,-0.0198975,-0.00512695,0,-0.0078125,0.017334,-0.026001,-0.0157471,0.0311279,-0.0157471,0.0233154,0.901367
0.826,0.486549,-0.985715,0.499166,-0.00287049,0.107643,-0.104773,-0.388658,0.544859,-0.156201,-0.00708974,-0.159519,0.166609,-0.00996023,-0.0518759,0.0618362,1.00203,0.988159,0,0.125977,0.00268555,0.217529,-0.588745,-0.183838,0.0300293,-0.0578613,0.0327148,0.000488281,-0.000610352,0.0020752,0.0113525,0.0391846,-0.0623779,-0.0184326,0.0306396,-0.0163574,0.0419922,0.901489
0.828,0.898972,-0.787784,-0.111189,-0.0667389,0.109079,-0.0423397,-0.423096,0.560848,-0.137752,0.0886218,-0.171926,0.0833045,0.0218829,-0.0628477,0.0409648,1.00326,1.00952,0,0.115967,-0.000732422,0.12915,-0.590332,-0.133057,0.024292,-0.0170898,0.0235596,0.0137939,0.0205078,-0.0135498,0.00415039,0.0195313,-0.0391846,0.00891113,0.0169678,-0.00463867,0.0211182,0.901611
0.83,0.982561,-0.304389,-0.678172,-0.109079,0.0796561,0.0294225,-0.462454,0.53502,-0.0725659,0.173699,-0.127615,-0.0460833,0.0646202,-0.0479593,-0.0166608,1.00285,0.994507,0,0.130005,-0.00708008,0.169434,-0.548584,-0.176758,0.0140381,-0.0467529,0.00695801,0.0078125,0.00280762,-0.0106201,0.0123291,0.0197754,-0.00683594,-0.0130615,-0.00830078,-0.0236816,0.00402832,0.901733
0.832,0.678172,0.306755,-0.984927,-0.111231,0.032293,0.0789384,-0.495662,0.552239,-0.0565768,0.166609,-0.0478558,-0.118753,0.0553776,-0.0155628,-0.0398148,1.00039,0.989502,0,0.108521,-0.0161133,0.167603,-0.569824,-0.170532,0.0194092,-0.0620117,0.0032959,0.00756836,0.00708008,0.00854492,0.00585938,0.0297852,-0.00183105,-0.0102539,0.00390625,-0.00170898,0.00976563,0.901733
0.834,0.106457,0.817749,-0.924207,-0.0545393,-0.0688917,0.123431,-0.498122,0.52887,-0.0307483,0.0868494,0.0762147,-0.163064,0.0323101,0.00732302,-0.0396331,1.00203,1.01978,0,0.12915,0.00402832,0.192383,-0.553711,-0.165649,-0.00671387,-0.036499,-0.00268555,-0.0166016,0.0032959,-0.00488281,-0.0185547,0.0168457,-0.0169678,-0.0107422,0.0211182,-0.015625,0.00256348,0.901611
0.836,-0.481818,0.995967,-0.514149,0.0143524,-0.109079,0.0947261,-0.509191,0.447695,0.0614965,-0.0762148,0.228644,-0.152429,-0.0618623,0.119566,-0.0577034,1.0008,1.00195,0,0.115723,0.00158691,0.240479,-0.601318,-0.231567,0.0328369,-0.115845,0.0344238,0.00610352,0.00964355,0.00256348,-0.00512695,0.00439453,-0.0638428,0.00769043,0.0704346,0.0102539,0.0653076,0.901611
0.838,-0.895818,0.797246,0.0985715,0.0832442,-0.114102,0.0308578,-0.573147,0.440315,0.132832,-0.164837,0.230417,-0.0655801,-0.0815924,0.116315,-0.0347224,0.997932,1.01343,0,0.115112,0.00817871,0.209961,-0.564575,-0.201904,-0.00415039,-0.086792,0.00402832,0.00549316,0.0253906,-0.00195313,-0.00622559,0.0106201,-0.0350342,0.00720215,0.0402832,0.00524902,0.0340576,0.901489
0.84,-0.980195,0.31464,0.665555,0.120561,-0.0825265,-0.038034,-0.611275,0.431705,0.17957,-0.233962,0.173699,0.0602628,-0.113401,0.0911722,0.0222289,1.00203,0.99231,0,0.12793,0.00769043,0.23291,-0.545776,-0.233521,-0.0175781,-0.105591,-0.0098877,-0.00231934,0.00244141,-0.0012207,0.00549316,0.0148926,-0.0302734,-0.00744629,0.019165,-0.00866699,0.0246582,0.901367
0.842,-0.671075,-0.296503,0.967578,0.130607,-0.0287049,-0.101902,-0.638334,0.436625,0.201708,-0.230417,0.0655801,0.164837,-0.0998095,0.0368752,0.0629342,1.0008,0.980347,0,0.122803,-0.00488281,0.236328,-0.568115,-0.238525,0.0183105,-0.115723,0.0134277,-0.00195313,-0.000854492,0.0150146,0.0137939,0.0240479,-0.0252686,-0.00927734,0.00732422,0.0057373,0.0211182,0.901367
0.844,-0.101726,-0.808286,0.910012,0.0681741,0.0710446,-0.139219,-0.605126,0.430475,0.17465,-0.111663,-0.0726699,0.184333,-0.0434894,-0.00162529,0.0451147,0.99957,1.00818,0,0.140015,0.00830078,0.233887,-0.550415,-0.213745,-0.0129395,-0.0737305,-0.00463867,-0.0198975,-0.00488281,0.000732422,-0.00244141,0.0400391,-0.0184326,-0.0311279,0.0183105,-0.0303955,0.0158691,0.901489
0.846,0.483395,-0.988869,0.505475,-0.0064586,0.108361,-0.101902,-0.602666,0.372669,0.229997,0.00531731,-0.193196,0.187878,-0.00114129,-0.0848346,0.0859759,1.00039,0.990967,0,0.130371,0.00488281,0.230469,-0.578369,-0.224365,0.0268555,-0.0939941,0.0317383,-0.00268555,-0.00170898,0.00830078,0.00854492,0.024292,-0.0057373,-0.00720215,0.0249023,0.00109863,0.0334473,0.901489
0.848,0.898972,-0.792515,-0.106457,-0.0696093,0.111231,-0.0416221,-0.611275,0.362829,0.248446,0.108119,-0.193196,0.0850769,0.0385093,-0.0819641,0.0434548,1.00244,1.01245,0,0.117676,-0.00378418,0.168213,-0.585327,-0.178833,0.0195313,-0.0611572,0.0157471,0.0146484,0.0198975,-0.0101318,0,-0.00549316,-0.0109863,0.0168457,0.00976563,0.00671387,0.00976563,0.901611
0.85,0.985715,-0.309909,-0.675806,-0.109079,0.0810913,0.0279873,-0.627264,0.313632,0.313632,0.214465,-0.177244,-0.0372212,0.105386,-0.0961523,-0.00923391,0.999161,0.990356,0,0.129517,-0.00366211,0.217163,-0.590332,-0.215576,0.0314941,-0.0860596,0.027832,0.00622559,-0.00341797,-0.0125732,0.0100098,0.0209961,0.00585938,-0.0177002,0.00012207,-0.0302734,0.0101318,0.901611
0.852,0.682903,0.3036,-0.986504,-0.111949,0.0308578,0.0810913,-0.633414,0.309942,0.323472,0.173699,-0.0744423,-0.0992564,0.0617497,-0.0435846,-0.0181651,0.998341,0.989014,0,0.110596,-0.0125732,0.2146,-0.532104,-0.206787,0.0264893,-0.0961914,0.013916,0.00866699,0.00585938,0.00634766,0.00256348,-0.0125732,-0.0605469,-0.00134277,0.0141602,0.00500488,0.0167236,0.901733
0.854,0.111189,0.813806,-0.924995,-0.0574098,-0.0674565,0.124866,-0.605126,0.303793,0.301333,0.0762148,0.0425385,-0.118753,0.018805,-0.024918,0.00611303,0.99998,1.01868,0,0.12793,0.00280762,0.194336,-0.539551,-0.175049,-0.0098877,-0.0471191,-0.00708008,-0.0172119,0.00732422,-0.00561523,-0.0142822,0.0506592,-0.0141602,-0.0406494,0.026001,-0.0462646,0.0117188,0.901611
0.856,-0.473932,0.992024,-0.518092,0.0186582,-0.11482,0.0961614,-0.607585,0.241066,0.366519,-0.00708974,0.150657,-0.143567,0.0115684,0.0358375,-0.0474059,0.998341,0.99939,0,0.120728,0.00524902,0.212524,-0.620728,-0.184937,0.0452881,-0.064209,0.0505371,0.00561523,0.0113525,0.00671387,-0.00646973,0.00646973,-0.0471191,-0.00488281,0.0264893,0.00183105,0.0200195,0.901489
0.858,-0.889509,0.797246,0.0922629,0.0839618,-0.119843,0.0358811,-0.601436,0.222617,0.378818,-0.0779872,0.161292,-0.0833045,0.0059746,0.0414488,-0.0474234,0.997932,1.01233,0,0.115356,0.00488281,0.140137,-0.571533,-0.144287,0.0311279,-0.0289307,0.0360107,0.00671387,0.0289307,-0.0020752,-0.0107422,-0.0124512,0.00561523,0.012207,0.00830078,0.0101318,-0.00244141,0.901489
0.86,-0.977829,0.32016,0.657669,0.127737,-0.0904204,-0.0373164,-0.592826,0.161121,0.431705,-0.159519,0.147112,0.0124071,-0.0317825,0.0566918,-0.0249093,1.00039,0.985474,0,0.13623,0.00354004,0.181641,-0.58667,-0.173584,0.0333252,-0.0373535,0.0368652,-0.00158691,-0.00012207,0.000976563,0.00708008,0.0169678,-0.0020752,-0.0078125,0.000366211,-0.00683594,0.00744629,0.901367
0.862,-0.672652,-0.290983,0.963635,0.131325,-0.032293,-0.0990319,-0.598976,0.140212,0.458764,-0.164837,0.069125,0.0957116,-0.0335117,0.036832,-0.0033203,1.00121,0.978271,0,0.12561,-0.00366211,0.180786,-0.593872,-0.166626,0.0368652,-0.0410156,0.0332031,-0.00476074,-0.00158691,0.0144043,0.00817871,0.00488281,0.0020752,-0.00231934,0.00439453,0.012085,0.0125732,0.901245
0.864,-0.105669,-0.804344,0.910012,0.0674565,0.070327,-0.137783,-0.5301,0.113154,0.416946,-0.0779872,-0.0460833,0.124071,-0.0105307,0.0242436,-0.0137129,1.0008,1.005,0,0.140503,0.0117188,0.16272,-0.551636,-0.155518,-0.00292969,-0.0150146,0.00878906,-0.019165,-0.00537109,0.00476074,-0.00537109,0.0336914,-0.0151367,-0.0234375,0.0233154,-0.0186768,0.0179443,0.901245
0.866,0.478663,-0.985715,0.507052,-0.00358811,0.110514,-0.106926,-0.538709,0.0762557,0.462454,0.00708974,-0.143567,0.136478,0.00350163,-0.0330535,0.0295519,1.00244,0.987793,0,0.128906,0.00146484,0.163696,-0.598511,-0.159668,0.0224609,-0.0307617,0.0239258,0.000488281,-0.00012207,0.00524902,0.00793457,-0.0098877,-0.0222168,-0.00585938,0.0216064,-0.000610352,0.029541,0.901367
0.868,0.897395,-0.795669,-0.101726,-0.064586,0.107643,-0.0430573,-0.510421,0.017219,0.493202,0.120526,-0.209147,0.0886218,0.0559397,-0.101504,0.0455645,1.0049,1.01343,0,0.111694,-0.00280762,0.146729,-0.554321,-0.164673,0.0366211,-0.0529785,0.0338135,0.0180664,0.0192871,-0.0159912,0.0020752,0.00585938,0.00244141,-0.0196533,0.0324707,-0.0356445,0.0345459,0.901489
0.87,0.985715,-0.310697,-0.675018,-0.107643,0.0818089,0.0258344,-0.435395,-0.125453,0.560848,0.264093,-0.157747,-0.106346,0.15645,-0.0759379,-0.0805118,1.00121,0.997192,0,0.128784,-0.00402832,0.25647,-0.56897,-0.244019,0.00708008,-0.115234,0.00305176,0.00732422,0.00366211,-0.0112305,0.0131836,0.052124,0.0426025,-0.0440674,-0.0268555,-0.0552979,-0.0136719,0.901611
0.872,0.684481,0.302812,-0.987292,-0.108361,0.0330106,0.0753503,-0.450154,-0.142672,0.592826,0.228644,-0.0319038,-0.19674,0.120283,0.00110677,-0.12139,1.00039,0.987549,0,0.103149,-0.0141602,0.238159,-0.543701,-0.236938,-0.0152588,-0.133789,-0.0294189,0.0119629,0.00488281,0.00927734,0.00305176,0.027832,0.0141602,-0.0195313,-0.00720215,-0.0102539,-0.00415039,0.901611
0.874,0.114343,0.814595,-0.928938,-0.0552569,-0.0617155,0.116972,-0.431705,-0.124223,0.555928,0.0762148,0.122298,-0.198513,0.0209578,0.0605826,-0.0815404,1.00121,1.0188,0,0.120239,0.00317383,0.264893,-0.502563,-0.242554,-0.0688477,-0.122314,-0.0656738,-0.0144043,0.00756836,-0.00317383,-0.0125732,0.0344238,-0.0220947,-0.0323486,0.0361328,-0.0355225,0.0235596,0.901733
0.876,-0.471566,0.995178,-0.523612,0.0193758,-0.111949,0.0925733,-0.428016,-0.17957,0.607585,-0.0159519,0.209147,-0.193196,0.00342387,0.0971984,-0.100622,0.998751,1.00049,0,0.119995,0.000488281,0.233643,-0.564697,-0.220337,0.010376,-0.100342,0.0108643,0.00439453,0.0135498,0.00415039,-0.012207,0.000732422,-0.00256348,0.0136719,0.0129395,0.0178223,0.000732422,0.901733
0.878,-0.891087,0.800401,0.0906858,0.0818089,-0.116972,0.0351635,-0.404647,-0.216468,0.621115,-0.13116,0.225099,-0.0939391,-0.0493513,0.108127,-0.0587756,0.997112,1.01672,0,0.112061,0.00366211,0.19519,-0.600342,-0.199219,0.0102539,-0.0871582,0.013916,0.00744629,0.0301514,-0.00390625,-0.0117188,-0.0065918,-0.034668,0.0170898,0.013916,0.0131836,0.00219727,0.901611
0.88,-0.978618,0.323315,0.655303,0.127737,-0.0875499,-0.0401868,-0.383738,-0.265665,0.649403,-0.221555,0.157747,0.0638077,-0.0938178,0.0701969,0.0236209,0.998341,0.989624,0,0.136597,0.00537109,0.221436,-0.611938,-0.237549,0.0012207,-0.100952,0.0065918,-0.00427246,0.00109863,0.00195313,0.00854492,0.0317383,-0.026123,0.0078125,-0.00219727,0.00976563,0.00634766,0.901611
